Name,Position,Age,ca,pa,Nationality,Club,Corners,Crossing,Dribbling,Finishing,First Touch,Free Kick Taking,Heading,Long Shots,Long Throws,Marking,Passing,Penalty Taking,Tackling,Technique,Aggression,Anticipation,Bravery,Composure,Concentration,Vision,Decision,Determination,Flair,Leadership,Off The Ball,Positioning,Teamwork,Work Rate,Acceleration,Agility,Balance,Jumping Reach,Natural Fitness,Pace,Stamina,Strength,Stability,Foul,Contest performance,Injury,diversity,Aerial Reach(GK),Command Of Area(GK),Communication(GK),Eccentricity(GK),Handling(GK),Kicking(GK),One On Ones(GK),Reflexes(GK),Rushing Out(GK),Punching(GK),Throwing(GK),Height,Weight,Left Foot,Right Foot,World reputation,Date of birth,Salary,pics,video,preferred_foot,both,left,right,AMC,AML,AMR,DC,DL,DM,DR,MC,ML,MR,ST,WBL,WBR,cluster
Jackson Muleka,ST,24,125,140,Democratic Republic of Congo,Beşiktaş A.Ş.,4,7,13,14,13,5,12,10,1,2,10,8,4,13,12,12,14,13,13,11,14,14,12,6,13,12,11,12,15,12,13,13,14,15,12,11,14,11,14,5,13,2,1,2,2,3,1,2,3,1,3,4,180,77,12,20,5290,1999/10/4,35256.0,,,right,False,False,True,0,0,0,0,0,0,0,0,0,0,True,0,0,['ST_0']
Stéphane Bahoken,ST,31,125,138,"Cameroon,France",Kasımpaşa A.Ş.,4,8,12,13,12,7,14,10,5,6,12,13,5,12,9,13,12,13,12,12,13,13,9,10,14,10,11,13,14,14,14,14,12,14,14,14,12,8,12,11,5,2,3,1,2,3,3,1,1,2,1,3,185,78,8,20,6000,1992/5/28,19999.0,,,right,False,False,True,0,0,0,0,0,0,0,0,0,0,True,0,0,['ST_0']
Rick van Drongelen,DC,25,125,142,Holland,1. FC Union Berlin,4,8,13,7,10,5,10,8,12,13,12,8,16,11,14,13,17,12,9,11,12,17,9,14,8,11,10,15,12,13,15,12,15,15,14,16,14,10,10,8,10,2,1,3,1,2,2,3,2,2,1,3,187,82,20,9,5004,1998/12/20,10000.0,,,left,False,True,False,0,0,0,True,0,0,0,0,0,0,0,0,0,['DC_1']
Kaiky,DC,19,125,155,Brazil,Almería,4,6,9,9,13,7,13,7,7,14,13,9,14,13,13,13,11,11,13,14,12,14,9,8,13,13,13,13,12,12,11,14,13,12,13,13,12,9,11,4,9,1,2,1,3,2,1,3,1,2,3,3,186,76,12,20,3743,2004/1/12,11506.0,https://img.a.transfermarkt.technology/portrait/header/743589-1681478904.jpg?lm=1,https://www.youtube.com/watch?v=Bb6rtNlHRJc,right,False,False,True,0,0,0,True,0,0,0,0,0,0,0,0,0,['DC_0']
Luca Zanimacchia,AMR,25,125,134,Italy,Juventus,12,14,14,12,14,10,9,11,9,7,12,12,8,13,12,14,12,12,13,13,12,14,11,10,14,9,12,12,13,13,10,10,8,13,14,11,10,7,14,7,16,2,2,4,2,1,3,2,1,1,1,2,178,72,8,20,3991,1998/7/19,2493.0,,,right,False,False,True,0,0,True,0,0,0,0,0,0,0,0,0,0,['AMR_0']
Osman Bukari,AMR,25,125,135,Ghana,FK Crvena zvezda Beograd,12,12,15,12,12,11,8,9,5,5,13,12,6,15,10,9,12,13,11,9,13,13,12,9,11,5,9,9,16,15,7,7,11,16,10,8,8,10,11,10,12,3,1,2,1,2,4,2,2,1,1,3,170,68,12,20,4408,1998/12/13,4999.0,,,right,False,False,True,0,0,True,0,0,0,0,0,0,0,0,0,0,['AMR_0']
Vukašin Jovanović,DC,27,125,126,Serbia,Apollon Limassol,4,4,10,6,11,8,14,8,9,14,11,9,13,10,13,12,15,13,11,10,11,12,8,11,10,14,13,15,12,11,14,14,12,13,14,15,12,14,12,10,11,1,3,1,3,3,3,4,3,1,1,2,188,80,10,20,3750,1996/5/17,3793.0,,,right,False,False,True,0,0,0,True,0,0,0,0,0,0,0,0,0,['DC_0']
Kingsley Ehizibue,"DR,WBR",28,125,130,"Nigeria,Holland,Germany",Udinese Calcio,8,12,12,8,10,7,10,7,14,12,11,8,13,11,12,8,14,9,8,9,9,12,10,9,12,11,10,16,16,13,13,15,16,18,15,12,9,11,12,3,9,1,2,1,2,3,3,2,1,1,2,3,189,83,7,20,4250,1995/5/25,17799.0,,,right,False,False,True,0,0,0,0,0,0,True,0,0,0,0,0,True,"['DR_1', 'WBR_0']"
Srđan Babić,DC,27,125,146,"Serbia,Bosnia and Herzegovina",Almería,8,8,7,7,11,8,13,8,10,14,12,8,13,8,12,14,12,14,15,11,13,15,10,12,10,13,13,13,10,12,13,16,13,11,13,14,15,9,14,7,10,2,3,2,3,3,2,1,3,3,2,2,195,85,20,7,4600,1996/4/22,6673.0,,,left,False,True,False,0,0,0,True,0,0,0,0,0,0,0,0,0,['DC_1']
William Troost-Ekong,DC,30,125,137,"Nigeria,Holland,England",Watford,3,3,5,5,10,7,14,7,6,14,8,6,14,12,14,14,14,12,12,7,12,14,6,15,8,14,14,13,13,12,13,14,11,13,14,15,14,12,12,8,10,2,2,2,2,1,2,3,1,3,3,3,191,90,8,20,5250,1993/9/1,14673.0,,,right,False,False,True,0,0,0,True,0,0,0,0,0,0,0,0,0,['DC_0']
Azzedine Ounahi,MC,23,125,148,Morocco,Angers SCO,9,10,13,7,14,8,11,8,4,12,14,9,11,14,10,12,13,13,11,14,11,9,14,8,12,12,12,13,13,15,11,11,12,13,15,12,12,11,11,13,11,3,1,2,2,1,2,2,2,2,2,3,182,62,10,20,2505,2000/4/19,10674.0,,,right,False,False,True,0,0,0,0,0,0,0,True,0,0,0,0,0,['MC_0']
Alexandru Mitriţă,AML,28,125,130,Romania,New York City FC,12,11,16,14,13,14,7,14,5,6,12,11,6,14,12,12,9,12,12,10,11,10,15,9,14,6,11,12,15,18,12,6,10,14,11,6,12,3,12,13,9,2,2,1,3,1,2,2,2,2,3,3,167,60,7,20,4250,1995/2/8,9693.0,,,right,False,False,True,0,True,0,0,0,0,0,0,0,0,0,0,0,['AML_0']
David Pereira Da Costa,AMC,22,125,144,Portugal,RC Lens,12,13,14,11,14,12,7,12,12,8,14,10,8,15,10,12,12,12,11,14,13,14,13,7,12,8,15,13,14,14,11,5,14,13,12,7,12,8,13,7,12,3,1,3,2,2,3,3,3,1,4,1,168,64,10,20,3496,2001/1/5,10923.0,,,right,False,False,True,True,0,0,0,0,0,0,0,0,0,0,0,0,['AMC_1']
Jamaal Lascelles,DC,30,125,148,England,Newcastle United,3,4,8,5,10,3,15,3,3,14,10,3,15,10,15,13,15,11,11,4,12,14,4,17,8,12,15,15,11,10,11,15,16,13,14,16,13,9,16,5,10,1,3,3,2,1,3,3,2,3,3,1,188,89,13,20,5250,1993/11/11,63795.0,,,right,False,False,True,0,0,0,True,0,0,0,0,0,0,0,0,0,['DC_0']
Jorman Campuzano,DM,27,125,133,Colombia,Club Atlético Boca Juniors,7,9,10,8,13,6,11,11,5,13,13,8,13,14,13,14,13,10,10,14,12,12,12,10,14,14,15,14,12,13,13,8,14,12,15,13,12,9,13,6,12,1,2,2,3,1,3,2,1,3,1,4,177,73,10,20,5000,1996/4/30,11270.0,,,right,False,False,True,0,0,0,0,0,True,0,0,0,0,0,0,0,['DM_0']
Montassar Talbi,DC,25,125,134,"Tunisia,France",FC Lorient,6,8,9,8,11,7,14,7,8,13,12,2,14,11,12,12,16,13,13,10,11,14,7,12,8,14,13,13,12,11,14,15,14,14,13,13,12,16,1,7,8,3,3,3,1,2,1,3,4,1,1,1,190,81,8,20,3998,1998/5/26,10425.0,,,right,False,False,True,0,0,0,True,0,0,0,0,0,0,0,0,0,['DC_0']
Ayoub El Kaabi,ST,30,125,135,Morocco,Hatayspor,5,5,12,15,10,5,15,10,5,8,10,14,6,12,10,13,12,14,14,10,13,12,13,12,15,8,15,15,13,13,13,12,13,13,12,13,11,5,12,7,14,2,3,2,3,1,2,2,2,2,2,3,182,79,20,10,5200,1993/6/26,8000.0,,,left,False,True,False,0,0,0,0,0,0,0,0,0,0,True,0,0,['ST_1']
Kenji Gorré,AML,29,125,125,"Curaçao,Holland,England",Boavista Futebol Clube - SAD,8,10,16,12,14,11,5,12,3,4,11,12,6,15,10,11,9,13,9,11,8,13,18,3,12,6,8,10,15,16,12,8,13,15,12,10,11,12,9,5,10,2,2,3,2,3,1,2,4,3,3,1,178,73,12,20,3749,1994/9/29,2950.0,,,right,False,False,True,0,True,0,0,0,0,0,0,0,0,0,0,0,['AML_0']
Jeremy Márquez,MC,23,125,140,Mexico,CD Atlas,11,10,13,11,16,10,11,12,4,14,14,10,12,12,12,13,11,14,12,12,16,18,7,13,11,10,12,13,13,11,14,10,14,13,12,10,13,7,7,13,13,3,2,3,2,3,2,3,1,1,4,3,177,66,10,20,1360,2000/6/21,11671.0,,,right,False,False,True,0,0,0,0,0,0,0,True,0,0,0,0,0,['MC_0']
Luca Kilian,DC,24,125,138,Germany,1. FC Köln,4,7,6,8,11,5,15,7,11,14,12,9,13,10,14,12,16,10,13,8,11,12,6,9,9,13,15,12,12,8,12,15,13,16,13,15,15,8,14,5,11,2,2,1,1,2,2,3,1,1,1,2,192,91,13,20,3981,1999/9/1,5499.0,,,right,False,False,True,0,0,0,True,0,0,0,0,0,0,0,0,0,['DC_0']
Moritz Heyer,DM,28,125,128,Germany,Hamburger SV,7,9,10,9,12,7,13,9,10,14,12,8,13,10,14,12,13,12,13,11,11,12,8,13,12,13,14,15,11,11,14,11,13,12,13,13,16,10,15,4,16,1,2,1,3,3,2,3,3,4,2,1,185,78,14,20,3753,1995/4/4,9588.0,,,right,False,False,True,0,0,0,0,0,True,0,0,0,0,0,0,0,['DM_0']
Papy Djilobodji,DC,35,125,136,Senegal,Gaziantep Futbol Kulübü A.Ş.,5,9,11,8,11,10,15,11,8,11,16,7,15,14,16,13,17,12,11,14,11,12,8,12,12,10,8,12,12,12,15,17,15,14,13,16,14,15,14,8,11,3,1,3,3,3,1,1,4,4,2,2,193,82,20,12,5450,1988/12/1,19999.0,,,left,False,True,False,0,0,0,True,0,0,0,0,0,0,0,0,0,['DC_1']
Erick Otieno,DL,27,125,132,Kenya,AIK,7,12,11,7,11,7,9,7,11,11,10,7,12,11,12,11,12,11,11,9,12,14,10,8,13,11,12,13,17,15,11,6,14,16,14,11,12,8,13,12,12,3,4,1,3,1,3,2,3,4,2,2,170,75,20,8,2028,1996/9/27,2795.0,,,left,False,True,False,0,0,0,0,True,0,0,0,0,0,0,0,0,['DL_0']
Osvaldo Rodríguez,DL,27,125,136,Mexico,Club León,8,12,10,8,12,4,8,10,10,13,13,6,13,12,8,12,12,10,12,10,12,17,9,12,12,12,12,13,14,15,14,7,10,14,14,10,13,9,14,5,12,1,1,1,3,1,1,1,2,3,4,3,174,73,20,10,2099,1996/9/10,12419.0,,,left,False,True,False,0,0,0,0,True,0,0,0,0,0,0,0,0,['DL_0']
Abdoulay Diaby,ST,32,125,135,"Mali,France",Al-Jazira Sports & Culture Club,10,10,14,11,13,10,8,10,5,5,10,14,7,14,10,12,14,12,10,9,9,13,14,8,13,8,12,12,16,15,11,5,12,16,10,8,10,10,13,10,10,4,1,3,1,2,2,2,3,2,1,1,172,70,20,8,5000,1991/5/21,29112.0,,,left,False,True,False,0,0,0,0,0,0,0,0,0,0,True,0,0,['ST_1']
M’Baye Niang,ST,29,125,149,"Senegal,France",AJ Auxerre,10,12,11,12,12,12,12,13,11,6,8,14,7,13,13,12,12,12,10,11,9,12,14,9,11,8,13,12,13,15,15,14,14,13,15,14,10,12,10,10,12,2,1,2,2,4,4,3,4,3,3,1,188,83,10,20,4982,1994/12/19,10425.0,,,right,False,False,True,0,0,0,0,0,0,0,0,0,0,True,0,0,['ST_0']
Santiago Giménez,ST,22,125,150,"Mexico,Argentina",Feyenoord Rotterdam,8,8,11,15,12,8,14,11,9,6,13,12,5,13,8,14,13,12,13,12,12,15,12,12,14,8,13,16,12,12,15,12,13,13,14,9,12,11,12,7,8,2,2,1,1,3,2,3,3,2,3,2,182,69,20,12,3750,2001/4/18,19999.0,,,left,False,True,False,0,0,0,0,0,0,0,0,0,0,True,0,0,['ST_1']
Oliver Norwood,"DM,MC",32,125,133,"Northern Ireland,England",Sheffield United,13,13,10,11,12,12,10,11,6,11,15,12,12,14,13,12,11,13,13,14,13,14,11,13,12,13,13,13,12,12,12,10,14,11,14,10,12,12,13,5,12,3,2,2,2,2,2,3,3,3,2,2,180,77,11,20,5000,1991/4/12,26098.0,,,right,False,False,True,0,0,0,0,0,True,0,True,0,0,0,0,0,"['DM_1', 'MC_2']"
Roberto Insigne,AMR,29,125,130,Italy,Frosinone,12,13,13,13,14,13,12,13,9,5,15,12,6,13,9,14,12,13,12,12,11,14,15,9,14,8,13,10,14,13,11,9,17,14,11,11,13,8,12,4,16,2,3,2,3,2,3,1,3,2,4,3,172,65,20,8,4200,1994/5/11,17787.0,,,left,False,True,False,0,0,True,0,0,0,0,0,0,0,0,0,0,['AMR_1']
Alex Ferrari,DC,29,125,130,Italy,U.C. Sampdoria,4,10,10,4,12,4,15,4,4,13,12,4,15,11,11,13,12,12,11,11,12,13,12,10,10,15,13,13,12,12,13,15,12,12,12,13,14,10,10,12,11,2,3,1,3,1,1,4,3,1,3,2,191,80,10,20,4350,1994/7/1,14230.0,,,right,False,False,True,0,0,0,True,0,0,0,0,0,0,0,0,0,['DC_0']
Salif Sané,DC,33,125,140,"Senegal,France",,4,8,8,7,11,7,15,8,14,13,12,7,13,10,16,12,14,12,11,10,12,11,10,12,8,13,11,9,11,8,16,17,8,12,10,17,12,14,12,18,10,2,2,1,2,1,1,1,1,2,3,3,196,85,12,20,5500,1990/8/25,0.0,,,right,False,False,True,0,0,0,True,0,0,0,0,0,0,0,0,0,['DC_0']
Mohammed Bouldini,ST,28,125,136,Morocco,Levante,5,8,14,16,11,5,14,10,5,4,10,8,5,14,10,14,12,13,10,10,12,12,18,5,12,5,8,12,15,13,12,14,8,15,12,15,14,6,12,13,8,3,1,1,2,1,1,3,1,1,2,1,184,74,7,20,3400,1995/11/27,7671.0,,,right,False,False,True,0,0,0,0,0,0,0,0,0,0,True,0,0,['ST_0']
Christian Cueva,AMR,32,125,138,Peru,Al-Fateh Football Club,13,12,12,12,13,13,7,8,12,9,14,15,8,13,8,13,11,12,12,15,12,9,16,7,14,7,13,13,15,15,12,5,13,14,12,6,11,7,12,7,11,1,2,2,1,2,1,2,2,2,2,1,168,65,12,20,4996,1991/11/23,20038.0,,,right,False,False,True,0,0,True,0,0,0,0,0,0,0,0,0,0,['AMR_0']
Andreas Weimann,ST,32,125,135,Austria,Bristol City,7,12,11,15,14,8,12,12,5,5,12,11,6,13,13,14,11,9,10,13,11,13,13,9,13,7,9,16,14,15,12,9,15,13,15,8,11,10,12,4,15,1,2,1,1,3,3,4,1,1,3,2,179,76,7,20,5247,1991/8/5,17399.0,,,right,False,False,True,0,0,0,0,0,0,0,0,0,0,True,0,0,['ST_0']
Peter Etebo,DM,28,125,130,Nigeria,Stoke City,7,10,15,10,12,12,8,11,6,12,10,10,14,12,11,13,12,12,13,10,12,13,10,7,11,13,15,15,14,14,16,9,15,14,15,14,12,7,12,5,15,1,1,3,3,2,3,3,2,3,3,1,176,74,7,20,5005,1995/11/9,34798.0,,,right,False,False,True,0,0,0,0,0,True,0,0,0,0,0,0,0,['DM_0']
Digão,DC,35,125,140,"Brazil,Palestine",,6,7,9,7,9,9,14,8,10,14,10,5,14,9,16,15,16,14,10,8,11,15,8,13,8,14,13,13,12,10,8,14,13,12,13,18,14,16,11,13,14,3,3,2,1,3,2,3,2,3,2,1,186,85,8,20,3500,1988/5/7,0.0,,,right,False,False,True,0,0,0,True,0,0,0,0,0,0,0,0,0,['DC_0']
Uendel,DL,35,125,138,Brazil,CUI,13,13,13,10,13,10,7,11,7,10,12,8,11,13,12,12,11,12,11,13,12,13,13,14,13,10,13,14,14,14,11,9,13,14,13,11,11,7,12,14,15,2,3,2,3,1,2,1,2,2,3,3,179,73,20,10,3288,1988/10/8,7774.0,,,left,False,True,False,0,0,0,0,True,0,0,0,0,0,0,0,0,['DL_0']
Ryan Mendes da Graça,AMR,33,125,137,"Cape Verde Islands,France",Al-Nasr Sports Club,7,11,14,12,12,7,10,10,5,4,10,11,4,12,8,8,10,11,10,10,7,13,15,5,14,6,11,13,16,16,11,7,14,17,13,8,12,7,14,13,8,2,3,3,1,1,3,1,1,4,2,2,173,75,8,20,5000,1990/1/8,27737.0,,,right,False,False,True,0,0,True,0,0,0,0,0,0,0,0,0,0,['AMR_0']
Mads Bidstrup,"DM,MC",22,125,145,Denmark,Brentford,10,12,13,9,14,9,10,11,6,12,14,6,12,14,13,13,13,14,13,13,13,14,9,13,12,12,15,16,12,13,12,9,13,12,13,10,12,10,16,6,13,1,2,4,1,3,2,2,2,4,2,1,178,69,9,20,4500,2001/2/25,20299.0,,,right,False,False,True,0,0,0,0,0,True,0,True,0,0,0,0,0,"['DM_1', 'MC_2']"
Anthony Jung,DL,32,125,135,"Germany,Spain",SV Werder Bremen,13,13,10,7,11,12,10,13,14,12,14,9,12,10,13,13,13,15,13,11,13,12,11,10,13,12,13,15,11,10,14,13,14,13,15,13,14,13,12,6,13,2,2,1,1,1,3,2,2,1,3,3,186,87,20,7,4496,1991/11/3,13310.0,,,left,False,True,False,0,0,0,0,True,0,0,0,0,0,0,0,0,['DL_0']
Carlos Zambrano,DC,34,125,135,Peru,Club Atlético Boca Juniors,4,9,10,6,11,6,15,10,12,16,11,7,15,11,17,13,17,12,10,6,12,18,7,13,8,14,10,12,11,12,14,12,14,13,12,12,12,18,12,13,14,1,1,2,1,1,2,2,4,2,2,4,185,82,8,20,4133,1989/7/10,19938.0,,,right,False,False,True,0,0,0,True,0,0,0,0,0,0,0,0,0,['DC_0']
Alessandro Deiola,MC,28,125,130,Italy,Cagliari Calcio,10,11,11,10,11,6,11,11,12,12,12,5,12,12,12,12,12,12,12,13,13,10,10,10,13,13,14,13,13,13,13,15,12,13,14,14,12,7,8,9,13,2,3,2,1,3,3,3,1,2,3,2,190,85,11,20,4950,1995/8/1,10672.0,,,right,False,False,True,0,0,0,0,0,0,0,True,0,0,0,0,0,['MC_0']
José Juan Macías,ST,24,125,155,Mexico,CD Guadalajara,8,8,12,15,14,9,10,14,4,6,11,11,6,15,5,14,8,13,13,13,13,16,13,6,14,8,10,10,14,13,12,10,13,12,14,9,13,7,13,7,7,2,3,1,3,3,3,3,1,3,3,2,177,73,12,20,4748,1999/9/22,13352.0,,,right,False,False,True,0,0,0,0,0,0,0,0,0,0,True,0,0,['ST_0']
Alexandru Cicâldău,MC,26,125,140,Romania,Galatasaray A.Ş.,14,12,12,12,14,13,7,12,6,8,15,13,10,14,10,14,8,14,12,14,14,12,12,8,13,9,14,14,11,13,12,8,14,10,13,10,14,8,12,7,12,2,3,2,3,1,3,3,3,2,2,1,178,76,11,20,6200,1997/7/8,28846.0,,,right,False,False,True,0,0,0,0,0,0,0,True,0,0,0,0,0,['MC_0']
Willer Ditta,DC,25,125,134,Colombia,Club Deportivo Popular Junior F.C. S.A.,4,8,7,7,13,5,13,8,4,14,12,9,15,13,12,14,14,11,14,12,12,13,8,13,9,14,14,14,12,11,12,11,13,13,12,14,12,12,11,7,6,1,1,2,3,2,3,1,1,2,3,1,180,70,9,20,3182,1998/1/23,7276.0,,,right,False,False,True,0,0,0,True,0,0,0,0,0,0,0,0,0,['DC_0']
Stephan Ambrosius,DC,25,125,148,"Germany,Ghana",Hamburger SV,4,8,10,6,11,4,12,6,12,15,10,7,14,11,10,13,16,11,11,12,8,16,6,11,8,14,13,15,13,13,16,13,12,15,13,16,11,9,12,12,14,1,1,1,3,3,3,1,1,1,2,3,182,80,11,20,4490,1998/12/18,3999.0,,,right,False,False,True,0,0,0,True,0,0,0,0,0,0,0,0,0,['DC_0']
Matija Nastasić,DC,30,125,146,Serbia,Mallorca,5,7,7,5,11,5,13,6,6,14,12,6,15,11,6,15,15,13,11,8,13,12,8,10,4,14,16,9,11,11,13,15,12,12,12,15,11,10,15,14,7,1,3,1,3,2,1,3,3,1,1,1,188,83,20,9,5500,1993/3/28,6639.0,,,left,False,True,False,0,0,0,True,0,0,0,0,0,0,0,0,0,['DC_1']
Josha Vagnoman,"DR,WBR",23,125,147,"Germany,Ivory Coast",VfB Stuttgart,7,12,13,7,11,6,8,9,14,11,10,9,11,12,12,9,13,12,9,10,10,11,12,7,10,11,13,14,14,10,14,12,13,16,13,14,11,11,13,13,14,2,2,1,2,2,2,4,2,1,3,3,187,86,12,20,4495,2000/12/11,11999.0,,,right,False,False,True,0,0,0,0,0,0,True,0,0,0,0,0,True,"['DR_1', 'WBR_0']"
Alex Teixeira,AMC,33,125,158,Brazil,VDG,7,7,15,13,16,7,7,12,5,5,12,13,5,16,9,13,11,14,10,11,14,16,15,12,14,7,10,10,13,13,11,6,14,13,11,7,10,15,11,13,12,3,2,1,1,2,3,1,1,2,4,3,173,69,14,20,6875,1990/1/6,29499.0,,,right,False,False,True,True,0,0,0,0,0,0,0,0,0,0,0,0,['AMC_1']
Christopher Jullien,DC,30,125,135,"France,Guadeloupe",Montpellier Hérault SC,4,7,6,11,10,4,14,7,10,15,12,5,12,10,14,13,14,11,11,10,11,11,5,14,6,12,14,12,13,12,13,17,15,14,14,13,14,12,13,10,10,1,3,1,2,3,3,1,3,1,2,1,196,88,8,20,4500,1993/3/22,14999.0,,,right,False,False,True,0,0,0,True,0,0,0,0,0,0,0,0,0,['DC_0']
Patric Pfeiffer,DC,24,125,145,"Ghana,Germany",SV Darmstadt 98,2,6,11,6,11,3,13,6,6,13,12,6,13,11,14,11,14,12,12,11,11,17,11,6,8,13,12,11,13,11,14,17,14,18,12,13,16,8,12,7,8,2,2,2,2,2,4,3,2,2,2,2,196,91,12,20,4900,1999/8/20,6711.0,,,right,False,False,True,0,0,0,True,0,0,0,0,0,0,0,0,0,['DC_0']
Róbert Mak,AMR,32,125,140,Slovakia,Sydney FC,10,11,11,10,13,10,5,11,6,8,13,12,8,12,9,9,12,11,11,10,11,9,12,6,13,7,13,12,16,16,13,10,13,15,12,10,10,4,11,7,10,1,2,3,2,1,2,3,2,2,1,1,179,75,9,20,4500,1991/3/8,2442.0,,,right,False,False,True,0,0,True,0,0,0,0,0,0,0,0,0,0,['AMR_0']
Gojko Cimirot,MC,31,125,130,"Bosnia and Herzegovina,Serbia",R Standard de Liège,11,11,12,8,13,12,8,12,6,11,14,9,9,14,12,14,13,13,13,14,14,13,8,12,13,13,15,13,12,13,13,10,14,13,14,12,14,9,13,6,13,3,2,4,1,1,1,2,4,2,2,1,178,74,8,20,4995,1992/12/19,18500.0,,,right,False,False,True,0,0,0,0,0,0,0,True,0,0,0,0,0,['MC_0']
Rodrigo Villagra,MC,22,125,149,Argentina,Club Atlético Talleres de Córdoba,8,9,14,9,13,8,9,8,4,14,14,5,15,13,16,14,12,11,12,15,13,15,9,9,11,16,14,13,11,11,13,9,10,12,13,12,13,12,11,4,11,2,3,2,1,3,2,3,3,1,1,3,178,70,8,20,3471,2001/2/14,6744.0,,,right,False,False,True,0,0,0,0,0,0,0,True,0,0,0,0,0,['MC_0']
Malick Thiaw,DC,22,125,159,"Germany,Finland,Senegal",AC Milan,2,7,11,7,12,3,13,7,4,13,13,10,14,12,14,12,13,13,13,12,11,16,12,12,8,13,12,12,13,11,14,16,15,13,12,13,15,8,14,6,12,3,1,2,3,2,1,2,3,2,4,2,194,89,13,20,4500,2001/8/8,19808.0,,,right,False,False,True,0,0,0,True,0,0,0,0,0,0,0,0,0,['DC_0']
Kevin Stöger,MC,30,125,136,Austria,VfL Bochum 1848,14,13,12,10,13,14,4,11,3,11,16,9,12,15,16,12,13,15,11,15,13,11,13,4,11,12,12,13,11,12,13,6,13,10,15,9,12,11,13,7,12,1,1,3,1,3,1,2,3,3,3,2,175,74,20,11,4498,1993/8/27,12499.0,,,left,False,True,False,0,0,0,0,0,0,0,True,0,0,0,0,0,['MC_1']
Davide Biraschi,DC,29,125,133,Italy,Genoa CFC,4,10,11,4,10,7,12,4,4,14,11,5,14,9,15,15,16,12,12,9,12,13,10,11,8,15,15,15,13,13,13,12,13,12,14,15,12,14,11,11,13,1,3,3,3,2,1,3,2,3,4,3,182,73,7,20,4500,1994/7/2,24903.0,,,right,False,False,True,0,0,0,True,0,0,0,0,0,0,0,0,0,['DC_0']
Halil Dervişoğlu,ST,24,125,144,"Turkey,Holland",Brentford,8,8,15,11,17,8,11,11,5,5,13,11,5,15,9,12,7,13,9,13,12,12,17,7,12,7,12,11,12,13,13,10,13,12,11,11,12,8,12,5,12,1,1,2,3,2,4,3,2,1,3,1,183,75,15,20,5850,1999/12/8,17399.0,,,right,False,False,True,0,0,0,0,0,0,0,0,0,0,True,0,0,['ST_0']
Gilberto Sepúlveda,DC,24,125,140,Mexico,CD Guadalajara,5,7,10,8,11,8,12,7,12,14,13,9,14,11,15,16,16,13,13,14,12,6,14,8,8,13,14,16,13,12,11,12,14,13,13,12,13,10,12,9,7,2,4,2,2,3,3,3,1,2,1,3,180,78,8,20,3223,1999/2/4,13352.0,,,right,False,False,True,0,0,0,True,0,0,0,0,0,0,0,0,0,['DC_0']
Nadir Zortea,"DR,WBR",24,125,142,Italy,Atalanta,9,14,13,9,12,7,10,11,13,11,12,8,12,12,13,13,10,10,11,13,11,13,8,10,12,12,13,12,13,13,12,10,14,14,14,13,12,9,13,8,13,3,3,1,4,1,2,3,1,2,3,3,175,70,7,20,3598,1999/6/19,20109.0,,,right,False,False,True,0,0,0,0,0,0,True,0,0,0,0,0,True,"['DR_1', 'WBR_0']"
Filippo Melegoni,MC,24,125,144,Italy,Genoa CFC,12,11,11,8,14,13,11,13,4,9,14,11,11,14,11,13,12,12,13,13,13,15,11,10,12,12,14,13,13,12,13,12,12,13,12,13,12,6,10,10,13,3,3,2,1,1,1,1,2,1,3,3,186,74,10,20,4748,1999/2/18,1068.0,,,right,False,False,True,0,0,0,0,0,0,0,True,0,0,0,0,0,['MC_0']
Arsen Zakharyan,AMC,20,125,165,"Russia,Armenia",Dinamo Moscow,13,11,12,13,13,12,6,12,4,6,13,13,5,14,7,12,8,13,11,16,14,14,14,8,14,10,13,11,13,13,12,13,8,13,10,9,10,6,16,9,12,1,3,1,1,1,3,1,2,3,2,3,183,72,13,20,4270,2003/5/26,28962.0,https://img.a.transfermarkt.technology/portrait/header/555143-1683461074.png?lm=1,https://www.youtube.com/watch?v=EuspKyJ-UPw,right,False,False,True,True,0,0,0,0,0,0,0,0,0,0,0,0,['AMC_1']
Jeisson Palacios,DC,29,125,130,Colombia,Pafos FC,6,11,6,7,8,11,14,8,6,13,8,8,14,8,12,12,11,12,12,8,13,11,5,4,10,14,12,13,13,10,12,14,12,14,12,14,13,13,13,11,11,3,3,2,3,1,2,3,1,2,4,2,186,75,10,20,2000,1994/3/20,5247.0,,,right,False,False,True,0,0,0,True,0,0,0,0,0,0,0,0,0,['DC_0']
Aymen Barkok,AMC,25,125,135,"Morocco,Germany",1. FSV Mainz 05,13,11,15,11,14,13,7,12,6,9,13,12,11,16,15,11,13,12,9,13,10,11,16,5,12,9,12,12,13,13,12,12,13,15,12,12,11,12,12,10,15,2,2,3,3,2,1,3,1,2,1,1,189,82,11,20,5242,1998/5/21,12466.0,,,right,False,False,True,True,0,0,0,0,0,0,0,0,0,0,0,0,['AMC_1']
Mostafa Mohamed,ST,26,125,140,Egypt,Galatasaray A.Ş.,6,8,9,14,11,7,16,12,8,6,11,13,6,11,12,14,16,14,10,10,10,12,10,7,11,8,12,14,12,13,16,15,18,13,11,16,12,6,14,5,6,3,2,4,3,1,1,2,1,3,1,3,185,80,11,20,5246,1997/11/28,24236.0,,,right,False,False,True,0,0,0,0,0,0,0,0,0,0,True,0,0,['ST_0']
