Name,Position,Age,ca,pa,Nationality,Club,Corners,Crossing,Dribbling,Finishing,First Touch,Free Kick Taking,Heading,Long Shots,Long Throws,Marking,Passing,Penalty Taking,Tackling,Technique,Aggression,Anticipation,Bravery,Composure,Concentration,Vision,Decision,Determination,Flair,Leadership,Off The Ball,Positioning,Teamwork,Work Rate,Acceleration,Agility,Balance,Jumping Reach,Natural Fitness,Pace,Stamina,Strength,Stability,Foul,Contest performance,Injury,diversity,Aerial Reach(GK),Command Of Area(GK),Communication(GK),Eccentricity(GK),Handling(GK),Kicking(GK),One On Ones(GK),Reflexes(GK),Rushing Out(GK),Punching(GK),Throwing(GK),Height,Weight,Left Foot,Right Foot,World reputation,Date of birth,Salary,pics,video,preferred_foot,both,left,right,GK,cluster
Ronwen Williams,GK,31,121,130,South Africa,Mamelodi Sundowns Football Club,4,4,8,3,11,6,8,5,12,3,8,5,9,12,8,11,14,9,13,9,12,12,13,7,8,10,8,8,8,8,8,12,10,11,12,11,16,10,14,8,5,13,14,12,10,14,12,14,15,8,15,13,184,79,20,13,3750,1992/1/21,4154.0,,,left,False,True,False,True,['GK_1']
Stanislav Kritsyuk,GK,33,121,132,Russia,Gil Vicente Futebol Clube,3,1,3,1,10,7,7,1,1,1,11,1,1,11,12,13,11,12,14,10,11,11,2,10,3,14,13,11,11,13,13,15,9,11,12,13,12,5,15,10,12,14,12,11,8,13,13,12,14,14,8,11,192,84,6,20,5000,1990/12/1,2749.0,,,right,False,False,True,True,['GK_0']
Giorgi Makaridze,GK,33,121,128,Georgia,Ponferrada,4,1,2,1,8,6,8,3,1,2,13,13,3,8,13,10,14,8,14,11,9,13,7,9,1,11,12,10,13,12,13,15,13,12,12,14,13,8,16,8,1,15,14,12,8,13,13,11,14,11,12,11,193,90,7,20,3645,1990/3/31,5162.0,,,right,False,False,True,True,['GK_0']
Ortwin De Wolf,GK,26,121,125,Belgium,R Antwerp FC,3,3,3,2,7,6,1,1,3,3,11,1,2,11,13,11,12,11,16,12,12,12,1,11,3,13,11,11,11,13,14,15,11,12,12,14,12,9,12,8,11,14,10,11,8,12,15,10,12,11,11,13,192,83,20,7,500,1997/4/23,3999.0,,,left,False,True,False,True,['GK_1']
Maarten Vandevoordt,GK,21,121,145,Belgium,K Racing Club Genk,4,1,3,2,9,6,1,2,3,1,15,4,1,14,6,10,12,10,14,8,11,14,14,10,2,11,10,14,13,14,12,14,7,14,10,10,10,9,12,13,14,12,12,12,13,12,14,16,14,12,6,11,192,76,7,20,4500,2002/2/26,8500.0,,,right,False,False,True,True,['GK_0']
João Carlos,GK,34,121,128,Brazil,CUI,6,2,1,1,5,7,7,3,1,1,9,2,2,10,10,10,15,10,12,11,11,12,3,14,1,13,13,12,11,14,11,14,14,11,10,12,12,9,14,11,14,14,12,12,7,14,13,13,14,13,9,11,191,92,8,20,2993,1989/4/6,5237.0,,,right,False,False,True,True,['GK_0']
Sebastián Torrico,GK,43,121,141,Argentina,Club Atlético San Lorenzo de Almagro,2,2,4,1,8,6,4,3,5,3,8,1,3,9,9,13,12,18,14,8,15,15,2,14,4,13,15,17,9,9,16,14,10,12,14,13,14,3,17,5,1,13,7,9,6,16,10,14,12,6,16,15,186,84,8,20,3643,1980/2/22,7095.0,,,right,False,False,True,True,['GK_0']
Gonzalo Marinelli,GK,34,121,121,"Argentina,Italy",Club Atlético Tigre,5,2,2,1,6,8,5,3,1,3,13,1,9,8,11,12,14,10,13,5,13,10,1,9,3,13,12,9,11,14,15,10,15,13,13,11,12,8,12,13,13,10,10,13,15,12,13,13,14,11,12,10,178,78,9,20,3219,1989/7/7,3778.0,,,right,False,False,True,True,['GK_0']
Diego Mariño,GK,33,120,144,Spain,S. Gijón,7,7,12,7,13,7,8,7,9,8,10,7,8,12,7,8,7,8,13,9,10,9,6,9,2,13,15,8,11,14,7,15,12,12,14,11,10,6,10,6,5,15,8,15,12,14,8,17,17,6,14,17,187,77,10,20,4500,1990/5/9,8624.0,,,right,False,False,True,True,['GK_0']
Jon McLaughlin,GK,36,120,120,Scotland,Rangers,5,2,2,1,9,8,3,3,3,1,13,4,1,11,12,12,13,14,10,8,10,12,2,7,2,12,12,12,8,13,9,15,14,9,13,12,17,3,5,5,14,15,14,13,6,14,14,12,14,12,9,12,191,83,10,20,4600,1987/9/9,6960.0,,,right,False,False,True,True,['GK_0']
Phillip Menzel,GK,25,120,129,Germany,Sportklub Austria Klagenfurt,2,4,3,3,8,6,7,6,14,5,9,4,6,8,8,8,13,13,12,10,11,12,3,7,1,15,14,13,11,12,15,17,14,14,14,15,13,5,7,5,12,17,14,13,8,12,9,10,13,9,11,15,192,85,7,20,3703,1998/8/18,2167.0,,,right,False,False,True,True,['GK_0']
Alexander Meyer,GK,32,120,122,Germany,Borussia Dortmund,2,2,1,3,10,5,1,3,3,3,13,2,3,9,10,13,16,12,8,11,10,12,1,12,3,10,13,14,9,11,13,18,14,8,9,15,13,5,12,8,13,16,10,11,5,15,12,12,14,8,6,11,195,90,6,20,3470,1991/4/13,4499.0,,,right,False,False,True,True,['GK_0']
Ricardo Batista,GK,37,120,120,"Angola,Portugal,Cape Verde Islands",Casa Pia Atlético Clube,2,2,3,2,7,7,8,3,3,1,8,1,3,5,10,14,14,10,12,11,12,13,9,10,12,13,11,11,10,13,10,13,10,10,12,12,14,13,8,10,10,14,11,13,15,12,10,15,16,15,16,12,193,79,20,6,4500,1986/11/19,1849.0,,,left,False,True,False,True,['GK_1']
Danijel Petković,GK,30,120,127,Montenegro,,3,2,2,1,3,6,3,1,1,3,13,1,3,8,6,12,13,12,12,12,11,13,2,13,1,13,12,11,9,14,12,17,15,9,9,12,11,9,12,6,10,14,12,12,7,12,14,12,12,10,12,9,196,90,10,20,2800,1993/5/25,0.0,,,right,False,False,True,True,['GK_0']
Janis Blaswich,GK,32,120,122,Germany,RB Leipzig,4,2,1,2,8,7,8,3,1,3,8,3,1,7,10,12,12,12,13,7,12,12,2,8,3,12,12,12,10,12,11,15,12,10,12,14,13,5,10,9,11,13,13,13,9,13,13,14,15,12,9,10,193,88,7,20,4500,1991/5/2,4999.0,,,right,False,False,True,True,['GK_0']
Radosław Majecki,GK,24,120,145,Poland,AS Monaco,4,2,1,1,12,8,9,2,1,3,11,3,1,10,4,13,12,15,14,8,11,14,6,8,8,13,12,14,7,13,14,16,14,8,12,14,14,3,12,2,10,15,12,13,7,14,12,13,12,12,13,12,193,78,8,20,3773,1999/11/16,11506.0,,,right,False,False,True,True,['GK_0']
Jon Ander Serantes,GK,34,120,133,"Spain,Pays Basque",Logroñés,3,3,3,1,6,6,3,2,1,3,14,3,1,4,7,11,12,10,13,6,12,5,1,12,2,12,11,12,11,14,12,12,12,12,12,10,13,5,13,12,15,12,13,13,8,14,12,12,14,12,12,13,184,72,5,20,4500,1989/1/4,3839.0,,,right,False,False,True,True,['GK_0']
Peter Abrahamsson,GK,35,120,126,Sweden,BK Häcken,5,3,4,3,7,10,2,3,2,3,7,5,1,6,10,13,14,12,13,7,13,12,1,13,2,15,11,6,7,11,15,17,12,7,9,15,14,7,13,13,11,13,13,13,8,14,12,14,14,13,13,13,190,90,6,20,1750,1988/7/18,2795.0,,,right,False,False,True,True,['GK_0']
Christian Mathenia,GK,31,120,128,Germany,1. FC Nürnberg,5,3,3,2,7,7,9,2,3,1,7,3,2,7,4,13,11,11,14,6,12,14,11,10,4,13,13,13,11,9,14,13,13,10,12,17,16,5,17,5,11,11,10,12,8,15,11,14,17,10,8,10,190,89,8,20,4000,1992/3/31,13425.0,,,right,False,False,True,True,['GK_0']
Alexandros Paschalakis,GK,34,120,120,Greece,Olympiacos SF Piraeus,2,3,1,2,9,3,1,1,1,1,8,3,3,9,13,10,14,10,9,8,9,16,6,10,5,13,12,10,12,14,13,16,17,12,12,16,12,5,11,8,1,15,9,12,10,13,13,13,16,16,16,12,197,90,7,20,3500,1989/7/28,13010.0,,,right,False,False,True,True,['GK_0']
Richard Strebinger,GK,30,120,128,Austria,,1,1,2,1,9,1,8,6,7,3,9,6,5,10,8,11,11,10,12,9,11,13,14,14,1,14,15,15,8,13,15,16,13,10,14,15,11,6,14,6,1,12,14,13,13,14,6,15,15,11,8,14,194,93,8,20,4100,1993/2/14,0.0,,,right,False,False,True,True,['GK_0']
Žiga Frelih,GK,25,120,129,Slovenia,,5,3,2,2,10,7,9,2,1,2,12,3,1,9,12,13,12,9,13,10,11,13,2,8,3,11,13,12,11,13,12,18,17,12,12,15,20,12,12,13,14,16,14,11,8,14,9,12,14,14,10,9,197,84,20,7,3500,1998/2/6,0.0,,,left,False,True,False,True,['GK_1']
Vid Belec,GK,33,120,130,Slovenia,APOEL Nicosia,5,2,2,2,6,7,7,3,1,1,5,2,2,7,10,14,14,11,13,11,12,15,3,11,4,13,13,16,11,12,11,16,15,10,8,13,12,3,12,6,11,13,12,12,13,13,12,13,14,9,13,13,193,84,7,20,3159,1990/6/6,3372.0,,,right,False,False,True,True,['GK_0']
Jens Grahl,GK,35,120,120,Germany,Eintracht Frankfurt,4,2,3,1,7,5,5,2,2,2,8,4,1,7,10,12,13,12,12,7,12,13,5,13,2,9,17,11,12,14,13,15,12,10,11,16,12,5,10,5,11,15,11,11,6,12,10,13,14,12,11,12,192,88,7,20,3989,1988/9/22,4250.0,,,right,False,False,True,True,['GK_0']
Ersin Destanoğlu,GK,22,120,135,Turkey,Beşiktaş A.Ş.,3,2,2,1,7,4,2,2,3,2,7,2,1,10,10,14,17,12,10,6,12,10,2,8,1,12,14,14,11,10,13,14,15,11,14,14,11,9,10,5,14,13,14,10,15,12,14,13,13,17,12,9,195,88,9,20,4450,2001/1/1,23043.0,,,right,False,False,True,True,['GK_0']
Simon Moore,GK,33,120,125,England,Coventry City,5,2,3,2,7,9,7,3,3,3,9,6,7,8,9,11,14,9,11,6,11,13,9,10,1,12,10,10,9,14,13,16,12,9,13,14,9,6,12,4,4,13,13,17,8,13,13,12,14,12,11,12,192,83,7,20,3750,1990/5/19,4640.0,,,right,False,False,True,True,['GK_0']
Mark Gillespie,GK,31,120,135,England,Newcastle United,3,2,1,3,8,1,9,2,3,3,9,2,3,11,9,10,13,10,11,8,12,11,5,7,9,11,7,11,9,12,9,12,13,9,14,13,13,7,13,6,3,14,15,13,4,16,11,12,14,16,4,17,192,83,7,20,3750,1992/3/27,6960.0,,,right,False,False,True,True,['GK_0']
İrfan Eğribayat,GK,25,120,145,Turkey,Göztepe A.Ş.,7,2,3,2,11,8,8,2,2,2,13,1,3,12,14,11,14,12,11,8,11,9,1,12,2,10,11,12,12,15,9,15,12,11,9,13,12,10,6,11,14,12,11,8,15,12,12,14,16,12,10,10,193,75,8,20,4038,1998/6/30,1659.0,,,right,False,False,True,True,['GK_0']
Etienne Green,GK,23,120,147,"England,France",AS Saint-Etienne,3,2,1,1,10,6,8,3,1,3,13,1,3,10,12,11,14,13,12,9,12,14,6,8,1,12,11,9,11,12,12,15,14,11,13,13,10,13,10,12,15,14,12,10,10,12,14,13,14,12,12,10,192,0,8,20,3909,2000/7/19,7795.0,,,right,False,False,True,True,['GK_0']
Brayan Cortés,GK,28,120,130,Chile,Colo Colo,2,3,2,1,7,2,3,3,1,2,7,3,3,9,8,11,14,10,10,11,11,12,3,12,2,13,12,11,11,12,12,14,13,15,11,12,12,6,6,5,12,12,15,14,16,13,12,12,13,8,9,10,186,0,12,20,4212,1995/3/11,4766.0,,,right,False,False,True,True,['GK_0']
Maxime Crépeau,GK,29,120,124,Canada,Los Angeles Football Club,5,3,2,3,7,7,2,2,3,1,11,2,2,8,15,11,14,10,12,10,11,12,9,15,3,12,10,12,10,14,10,11,10,10,13,14,12,9,15,5,15,11,10,12,5,12,13,13,14,12,14,10,183,88,12,20,3295,1994/5/11,5865.0,,,right,False,False,True,True,['GK_0']
Gökhan Akkan,GK,28,120,130,Turkey,Rizespor A.Ş.,1,3,2,1,8,1,7,4,2,1,8,3,1,8,8,12,14,12,13,5,10,12,5,10,6,11,12,11,12,16,12,12,8,13,11,12,2,6,1,9,1,11,11,11,6,11,12,12,14,13,14,10,188,84,8,20,3850,1995/1/1,8295.0,,,right,False,False,True,True,['GK_0']
Mert Günok,GK,34,120,140,Turkey,Beşiktaş A.Ş.,4,1,1,3,9,8,5,3,2,1,13,1,2,10,9,13,12,12,12,10,12,8,5,8,7,14,13,8,8,12,11,14,14,8,10,12,10,5,10,6,14,13,14,12,10,13,14,13,14,12,7,13,196,76,10,20,5000,1989/3/1,14180.0,,,right,False,False,True,True,['GK_0']
Federico Lanzillota,GK,31,120,121,Argentina,Asociación Atlética Argentinos Juniors,2,1,2,1,6,5,7,3,3,3,13,3,6,11,11,10,10,11,11,6,12,2,11,9,11,11,11,11,12,13,11,13,12,10,11,11,12,7,10,5,5,13,13,14,12,13,14,15,14,14,12,13,185,80,9,20,3427,1992/12/1,5633.0,,,right,False,False,True,True,['GK_0']
Axel Werner,GK,27,120,124,"Argentina,Italy",Elche,5,2,2,3,7,7,5,3,3,3,6,6,3,10,10,11,15,15,11,10,11,12,3,6,3,14,15,11,8,15,14,17,12,8,13,15,12,15,12,7,15,14,12,10,5,13,9,11,16,10,13,14,192,86,7,20,4022,1996/2/28,3567.0,,,right,False,False,True,True,['GK_0']
Sean McDermott,GK,30,120,124,"Republic of Ireland,Norway,United States",Kristiansund BK,3,3,7,1,11,4,11,3,1,1,9,1,1,12,14,10,11,11,12,9,10,13,9,6,1,11,11,11,13,14,9,14,15,10,8,12,15,8,16,4,14,12,12,12,10,14,9,15,17,15,13,12,185,81,10,20,4005,1993/5/30,1109.0,,,right,False,False,True,True,['GK_0']
Okan Kocuk,GK,28,120,130,Turkey,Galatasaray A.Ş.,3,1,1,2,12,7,8,3,1,3,13,2,2,12,8,12,9,12,14,10,12,12,6,8,4,13,9,10,11,14,11,14,13,11,10,11,12,12,12,10,15,11,10,10,4,13,16,15,15,12,5,11,191,75,10,20,4000,1995/7/27,4692.0,,,right,False,False,True,True,['GK_0']
Ivan Nevistić,GK,25,120,130,Croatia,GNK Dinamo Zagreb,2,1,2,3,7,7,8,3,3,1,10,1,3,7,11,13,13,12,11,6,10,11,2,10,1,13,10,10,12,13,12,18,6,10,10,13,9,7,8,12,12,17,15,11,13,10,9,14,16,14,14,12,195,88,5,20,4900,1998/7/31,2877.0,,,right,False,False,True,True,['GK_0']
Daniel Fuzato,GK,26,120,130,"Brazil,Italy",Ibiza,2,3,6,3,9,1,2,3,3,3,10,6,2,9,11,13,14,13,11,7,10,4,13,9,1,13,14,13,12,13,8,15,15,12,11,14,13,5,10,3,1,13,11,11,12,13,13,13,15,13,10,13,191,88,5,20,3400,1997/7/4,3567.0,,,right,False,False,True,True,['GK_0']
Tomáš Koubek,GK,31,120,136,Czech Republic,FC Augsburg,2,1,1,1,7,2,2,2,5,6,9,5,8,6,10,12,13,11,12,6,11,15,15,16,4,12,11,8,12,12,12,13,13,12,9,15,12,10,11,8,1,16,14,15,11,10,10,14,14,11,13,14,198,95,5,20,4600,1992/8/26,21152.0,,,right,False,False,True,True,['GK_0']
Ivor Pandur,GK,23,120,146,Croatia,Hellas Verona,2,1,2,1,9,1,7,2,1,2,10,3,3,9,8,12,13,11,12,8,11,3,6,14,4,14,12,12,10,13,11,15,16,12,10,12,13,7,11,7,1,11,12,11,8,14,12,13,13,11,14,13,187,82,12,20,4016,2000/3/25,4384.0,,,right,False,False,True,True,['GK_0']
Ondřej Kolář,GK,29,120,140,Czech Republic,Slavia Prague,2,1,3,1,11,4,4,2,8,8,11,3,7,11,3,12,12,13,12,8,11,14,15,10,2,11,9,1,12,11,16,16,14,9,10,14,11,10,11,6,1,15,12,8,13,14,15,14,15,18,10,16,193,81,6,20,4467,1994/10/17,8119.0,,,right,False,False,True,True,['GK_0']
Felipe Alves,GK,35,120,133,Brazil,FOR,9,1,12,2,13,12,3,2,10,2,13,4,2,11,9,12,12,12,12,13,11,11,13,11,10,12,12,10,11,14,10,14,13,11,10,12,13,7,13,10,12,12,11,11,18,12,13,12,14,14,16,13,187,79,20,10,2500,1988/5/21,1340.0,,,left,False,True,False,True,['GK_1']
Paulo Victor,GK,36,120,130,"Brazil,Italy",Al-Ettifaq Football Club,1,1,3,2,10,8,8,1,5,2,10,2,2,9,12,13,11,10,13,10,10,13,2,14,3,12,13,11,11,14,12,15,12,12,11,13,11,9,11,6,13,13,11,12,6,12,13,12,15,13,14,14,187,76,20,8,4500,1987/1/12,19604.0,,,left,False,True,False,True,['GK_1']
Jed Steer,GK,31,120,135,"England,Scotland",Aston Villa,4,3,3,1,9,6,1,2,1,1,11,2,1,4,5,12,13,12,12,12,12,12,1,8,9,14,11,11,9,13,13,15,13,9,11,13,13,1,13,13,12,13,12,12,9,13,12,12,14,11,4,11,188,80,20,7,3750,1992/9/23,23198.0,,,left,False,True,False,True,['GK_1']
Gil Alcalá,GK,31,120,132,Mexico,Pumas de la UNAM,3,1,3,2,3,7,1,2,2,7,14,4,2,5,10,14,16,11,11,11,13,16,1,13,2,11,12,11,14,13,12,9,5,14,11,10,15,12,6,8,11,10,13,13,10,10,10,11,10,12,11,11,176,76,10,20,2762,1992/7/29,11030.0,,,right,False,False,True,True,['GK_0']
Ryan Allsop,GK,31,120,125,England,Cardiff City,2,2,2,3,8,5,4,2,2,1,10,6,2,7,8,12,13,14,12,10,12,13,1,11,2,12,12,9,9,13,11,14,10,10,13,11,12,2,11,5,1,16,13,13,12,13,14,12,13,9,12,11,189,80,6,20,2643,1992/6/17,8699.0,,,right,False,False,True,True,['GK_0']
Nicolai Larsen,GK,32,120,126,Denmark,Silkeborg Idrætsforening,3,3,2,1,11,7,1,1,1,2,12,12,2,11,10,12,13,15,13,9,12,14,4,14,9,13,14,9,8,12,11,14,16,7,11,12,12,6,15,4,11,11,11,14,4,15,11,13,13,13,11,13,187,83,8,20,3750,1991/3/9,2689.0,,,right,False,False,True,True,['GK_0']
Alex Muralha,GK,34,120,140,Brazil,CTB,5,1,3,2,7,9,3,1,1,2,10,3,1,7,9,10,13,11,12,7,11,11,1,13,2,11,10,9,12,13,13,15,13,11,11,13,12,15,11,6,11,13,12,12,7,14,11,15,15,12,16,13,188,87,5,20,3750,1989/11/10,5237.0,,,right,False,False,True,True,['GK_0']
Thiago Rodrigues,GK,35,120,120,Brazil,VDG,5,2,1,3,6,7,6,3,3,2,11,3,1,8,11,12,15,12,11,8,13,14,13,11,2,12,12,12,11,13,9,16,14,10,13,13,13,15,14,15,10,12,11,12,10,12,12,14,15,14,14,12,190,80,5,20,2727,1988/10/20,6548.0,,,right,False,False,True,True,['GK_0']
Arnau Tenas,GK,22,120,160,Spain,Barcelona,4,3,3,3,13,7,2,3,3,2,13,7,3,11,12,11,11,11,11,11,12,14,10,13,2,12,7,7,12,14,12,13,14,11,9,11,12,6,15,6,2,12,12,12,11,14,12,13,14,8,7,11,185,78,12,20,3740,2001/5/30,3989.0,,,right,False,False,True,True,['GK_0']
Santiago Rojas,GK,27,120,135,Paraguay,C Nacional FC,5,2,2,2,11,9,2,3,2,3,15,14,1,7,8,14,16,11,15,10,11,11,1,11,2,15,11,10,10,12,7,12,14,7,8,13,10,6,12,9,13,11,11,10,9,11,15,11,12,12,13,11,188,88,12,20,1871,1996/4/5,2123.0,,,right,False,False,True,True,['GK_0']
Rubén,GK,39,120,135,Spain,,5,2,1,2,11,7,8,2,1,1,11,1,2,5,7,12,12,13,15,8,12,12,4,12,7,13,12,6,9,11,12,13,13,10,10,12,15,6,14,7,11,13,12,13,10,13,12,13,15,13,10,12,187,81,8,20,5127,1984/6/22,0.0,,,right,False,False,True,True,['GK_0']
Cristian Rivero,GK,25,120,145,Spain,Valencia,4,2,2,1,2,8,1,1,3,1,11,2,2,5,9,12,11,9,14,9,14,9,3,10,2,14,10,9,11,10,10,10,13,11,9,8,13,14,15,14,13,12,14,10,5,14,13,8,14,10,11,8,188,75,9,20,3750,1998/3/21,6264.0,,,right,False,False,True,True,['GK_0']
Dani Martín,GK,25,120,152,Spain,Real Hispalis,3,7,6,3,11,5,9,4,3,9,12,5,9,11,13,11,11,12,14,11,12,13,15,9,3,11,12,11,11,11,8,12,15,12,15,12,10,6,12,2,2,11,12,12,12,13,14,15,14,11,9,13,187,79,9,20,4500,1998/7/8,9000.0,,,right,False,False,True,True,['GK_0']
Esteban,GK,34,120,130,Costa Rica,CS Herediano,3,2,1,1,10,6,5,3,3,2,10,5,3,11,16,13,17,16,12,7,12,15,14,8,3,13,10,14,10,12,13,14,14,8,12,15,10,14,12,11,14,14,13,9,15,13,12,11,13,11,12,12,193,83,5,20,4500,1989/4/28,3096.0,,,right,False,False,True,True,['GK_0']
Martin Fraisl,GK,30,120,130,Austria,DSC Arminia Bielefeld,3,4,5,1,10,4,8,9,12,4,12,6,5,7,9,10,14,10,11,10,10,12,3,11,1,14,13,13,12,12,12,12,11,12,12,13,11,6,8,6,1,13,14,12,6,14,10,13,14,12,13,11,187,79,8,20,3520,1993/5/10,7499.0,,,right,False,False,True,True,['GK_0']
Sebastián Lentinelly,GK,26,120,129,Uruguay,Liverpool Fútbol Club,5,2,1,1,10,6,1,2,3,2,9,2,2,8,11,11,13,11,13,11,16,9,3,6,3,12,12,11,13,15,13,12,9,12,7,10,13,6,7,11,13,11,9,12,6,11,9,13,15,14,13,14,186,82,7,20,4022,1997/8/7,1160.0,,,right,False,False,True,True,['GK_0']
Anthony Moris,GK,33,120,120,"Luxembourg,Belgium",Royale Union Saint-Gilloise,6,2,2,3,14,7,11,2,1,2,14,12,1,11,6,10,12,9,12,8,11,14,2,6,8,10,12,12,14,14,14,12,14,13,14,10,15,10,7,10,12,11,11,10,10,13,14,13,15,12,12,11,186,80,20,7,3012,1990/4/29,4499.0,,,left,False,True,False,True,['GK_1']
Joan García,GK,22,120,156,Spain,Espanyol,3,1,3,3,1,8,1,1,3,1,11,2,3,3,9,13,15,9,10,9,14,12,3,9,2,11,4,4,13,15,10,9,12,11,8,7,10,7,11,6,13,12,14,12,5,14,14,7,13,5,13,11,181,79,12,20,1500,2001/5/4,3459.0,,,right,False,False,True,True,['GK_0']
Niklas Hedl,GK,22,120,156,Austria,Sportklub Rapid Vienna,1,1,2,1,11,1,5,5,11,2,11,4,2,4,4,8,11,8,11,8,9,17,7,8,1,14,13,14,11,12,12,15,14,10,12,12,13,5,11,4,1,13,14,13,7,14,15,12,16,12,9,15,188,81,11,20,3999,2001/3/17,1500.0,,,right,False,False,True,True,['GK_0']
Daniel Peretz,GK,23,120,140,"Israel,Germany",Maccabi Tel-Aviv,4,3,3,2,11,6,10,1,2,4,13,15,10,12,12,12,12,12,13,11,13,12,11,11,2,13,13,13,11,9,9,11,14,8,13,12,14,5,7,10,15,13,9,10,14,13,14,13,15,14,11,17,188,88,11,20,3742,2000/7/10,5288.0,,,right,False,False,True,True,['GK_0']
Paul Nardi,GK,29,120,135,France,KAA Gent,3,1,1,2,10,7,10,2,2,1,10,2,1,8,8,13,12,11,12,10,12,15,10,11,3,13,11,8,11,14,13,13,14,11,12,13,11,6,14,5,1,12,12,12,8,13,11,13,14,12,12,13,187,77,6,20,3800,1994/5/18,9500.0,,,right,False,False,True,True,['GK_0']
Wilson,GK,39,120,136,Brazil,FIG,10,2,3,2,11,12,7,1,3,2,11,14,1,11,12,12,12,13,9,5,12,15,8,17,2,13,14,15,8,13,13,13,15,8,13,13,13,8,14,5,12,12,14,14,11,14,12,14,14,12,14,13,185,87,5,20,2371,1984/1/31,4858.0,,,right,False,False,True,True,['GK_0']
Andries Noppert,GK,29,120,125,Holland,sc Heerenveen,3,1,1,3,6,1,5,1,2,3,9,3,2,5,12,10,15,12,13,7,12,14,15,13,8,13,12,14,7,11,14,20,15,7,12,16,13,6,13,6,1,18,14,11,11,13,11,13,14,14,14,11,203,87,20,6,4250,1994/4/7,1749.0,,,left,False,True,False,True,['GK_1']
Nicolas Penneteau,GK,42,120,138,France,Stade de Reims,6,2,3,2,6,9,3,3,2,1,8,3,3,6,9,13,17,9,14,7,10,15,6,15,3,12,13,8,10,13,14,12,16,8,10,14,15,9,15,7,1,12,12,14,9,11,12,13,15,11,16,13,185,79,20,5,4261,1981/2/28,6499.0,,,left,False,True,False,True,['GK_1']
Warner Hahn,GK,31,120,128,"Suriname,Holland",IFK Göteborg,1,2,3,1,8,3,3,2,1,1,12,4,3,11,5,11,12,12,13,10,10,8,2,14,1,13,12,14,10,12,13,15,14,10,12,14,13,5,13,5,13,12,15,14,4,13,11,15,13,7,3,15,193,90,5,20,5150,1992/6/15,2795.0,,,right,False,False,True,True,['GK_0']
Baptiste Reynet,GK,33,120,132,France,Dijon FCO,3,2,1,2,9,6,1,1,1,2,8,2,7,9,8,13,15,12,14,8,10,16,6,14,2,11,12,10,10,13,15,12,17,10,13,15,11,8,13,9,1,10,11,13,12,13,14,13,15,12,15,10,185,88,5,20,3713,1990/10/28,13808.0,,,right,False,False,True,True,['GK_0']
Cican Stanković,GK,31,120,130,"Austria,Serbia,Bosnia and Herzegovina",AEK Athens,1,7,8,1,10,1,7,4,5,3,9,5,3,9,9,12,12,12,10,11,10,10,10,12,2,15,13,14,10,13,13,16,12,10,12,12,11,6,11,12,1,13,12,12,3,14,12,13,14,6,9,12,186,82,12,20,3000,1992/11/4,14783.0,,,right,False,False,True,True,['GK_0']
Jérémy Frick,GK,30,120,125,Switzerland,Servette FC,6,3,3,1,7,7,8,1,3,1,11,2,1,7,9,11,14,10,12,6,12,13,7,12,3,12,10,6,12,11,15,15,15,12,12,15,13,9,12,3,14,14,13,13,8,12,11,15,14,12,13,11,192,90,20,5,3186,1993/3/8,6211.0,,,left,False,True,False,True,['GK_1']
Iván Arboleda,GK,27,120,123,Colombia,,4,1,3,3,9,6,8,1,2,3,8,2,1,9,5,13,13,7,9,10,11,11,10,9,1,12,12,14,13,14,12,13,13,13,13,12,11,5,8,4,11,11,14,12,14,13,14,12,13,11,13,14,185,76,10,20,3250,1996/4/21,0.0,,,right,False,False,True,True,['GK_0']
Marcos Díaz,GK,37,120,125,"Argentina,Italy",,2,1,3,1,5,6,6,3,3,2,5,1,2,4,15,12,16,12,12,6,12,15,5,13,5,13,12,11,9,12,14,12,12,10,13,15,13,6,9,10,12,12,11,14,14,13,13,13,15,11,12,11,187,84,7,20,3300,1986/2/3,0.0,,,right,False,False,True,True,['GK_0']
Hervé Koffi,GK,27,120,132,"Burkina Faso,Ivory Coast",Royal Charleroi Sporting Club,4,2,3,1,9,8,7,2,2,1,10,4,3,8,12,13,14,11,11,10,12,11,1,10,1,12,12,13,12,14,13,12,14,12,12,13,13,12,8,11,12,13,11,10,11,12,10,12,16,9,11,10,186,81,7,20,3978,1996/10/16,10857.0,,,right,False,False,True,True,['GK_0']
Giorgi Loria,GK,37,120,123,Georgia,Anorthosis Famagusta,3,2,2,2,6,7,8,3,2,1,9,3,2,9,6,10,14,11,12,10,11,8,1,13,3,13,11,12,9,11,10,17,10,10,10,14,12,8,13,6,14,15,14,11,8,13,13,15,14,14,13,12,197,85,7,20,4000,1986/1/27,3279.0,,,right,False,False,True,True,['GK_0']
Kevin Dawson,GK,31,120,127,Uruguay,Club Atlético Peñarol,4,2,2,2,7,8,1,2,2,3,11,1,1,9,13,13,14,13,15,11,8,14,5,14,3,13,14,14,10,13,13,12,12,11,9,13,12,13,12,8,15,10,11,15,4,12,14,13,14,13,15,13,185,80,8,20,4975,1992/2/8,4263.0,,,right,False,False,True,True,['GK_0']
Mohamed Awad,GK,31,120,136,Egypt,Zamalek Sporting Club,1,1,1,1,7,3,9,3,1,1,9,2,3,8,9,19,15,10,10,4,7,17,4,6,5,18,8,9,9,18,15,13,13,12,14,13,12,4,10,8,10,14,9,9,7,13,16,15,17,14,6,10,184,88,2,20,3017,1992/7/6,2929.0,,,right,False,False,True,True,['GK_0']
